"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.9,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.1,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.9,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.2,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.3,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.3,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84.1,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.4,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.3,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.4,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.7,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.6,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.8,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.9,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.8,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.7,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,71.8,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,57.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.2,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.4,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.3,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.8,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.1,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.6,,
"FRA","France","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.2,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.6,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.9,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.6,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.4,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.9,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.3,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.1,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.9,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.7,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.9,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.1,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.8,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.5,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.6,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.7,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,75.3,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.4,,
"USA","United States","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.1,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,71,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.1,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.3,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.7,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,69.8,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,66.5,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.2,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,55.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.6,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.6,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.9,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.1,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.8,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.4,,
"FRA","France","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.5,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.5,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.7,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.6,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.6,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,87.1,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.4,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.4,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,77.9,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.4,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.3,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.7,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,86.3,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.6,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.7,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83,,
"USA","United States","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.1,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78.5,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.7,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.2,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.6,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,77.1,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.3,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,59.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.8,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,36,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,33,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,48,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,43,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,68,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,63,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,37,,
